word_original,word_normalized,pos,count,tag1,tag2,tag3
grün,grün,ADV,509,Beschreibung,,
wahrhaft,wahrhaft,ADV,508,Höhe,Beschreibung ,Ästhetik
gesinnung,gesinnung,NOUN,508,Nation,,
notwendigkeit,notwendigkeit,NOUN,506,Logik,,
dieß,dieß,ADV,505,,,
scheiden,scheiden,VERB,505,,,
zukunft,zukunft,NOUN,504,Zeit,,
viert,viert,ADV,502,,,
heinrich,heinrich,PROPN,499,Person,Literatur,
bergen,bergen,VERB,499,,,
thatsach,thatsach,PROPN,499,,,
landen,landen,VERB,498,,,
geradezu,geradezu,ADV,497,,,
begründen,begründen,VERB,496,,,
nieder,nieder,ADV,495,,,
erinnerung,erinnerung,NOUN,495,Idealismus,,
herausgeber,herausgeber,NOUN,492,,,
kritik,kritik,NOUN,492,negative Bewertung,,
feinden,feinden,NOUN,492,Agonalität,,
vorgang,vorgang,NOUN,492,,,
reisen,reisen,VERB,490,,,
heben,heben,VERB,489,,,
märchen,märchen,NOUN,489,Beschreibung,Poetologie,Gattung
klassiker,klassiker,NOUN,488,Typ,Ästhetik,
versetzen,versetzen,VERB,488,Schule,,
wilhelm,wilhelm,PROPN,488,Person,Literatur,Historisch 
begeisterung,begeisterung,NOUN,486,,,
altertum,altertum,NOUN,486,Klassik,,
volksschule,volksschule,NOUN,485,Schule,,
dramas,dramas,NOUN,484,Gattung ,Poetologie,
leidenschaft,leidenschaft,NOUN,483,Emotion ,,
lebhaft,lebhaft,ADV,482,Beschreibung,,
fördern,fördern,VERB,482,,,
bitten,bitten,VERB,481,,,
charakteristikum,charakteristikum,PROPN,481,Beschreibung,,
erhaben,erhaben,ADV,480,Höhe,Beschreibung ,Ästhetik
retten,retten,VERB,480,,,
brauen,braün,NOUN,479,,,
öffentlich,öffentlich,ADV,479,,,
beschäftigung,beschäftigung,NOUN,478,Praktik,,
herzen,herzen,NOUN,478,Körper,,
schweigen,schweigen,VERB,477,,,
römisch,römisch,ADV,477,Klassik,,
minna,minna,PROPN,477,Person,Literatur,Historisch 
antwort,antwort,NOUN,476,,,
erregen,erregen,VERB,474,,,
neigung,neigung,NOUN,474,,,
berlin,berlin,PROPN,473,Ort,,
blume,blume,PROPN,473,Narrativ,Natur,
beruhen,beruhen,VERB,473,,,
prüfung,prüfung,NOUN,472,Praktik,Schule,
voraussetzen,voraussetzen,VERB,472,,,
befinden,befinden,VERB,471,,,
ansichten,ansichten,NOUN,471,,,
bekommen,bekommen,VERB,470,,,
vorig,vorig,ADV,469,,,
gespräch,gespräch,NOUN,469,Praktik,,
bearbeitung,bearbeitung,NOUN,469,Praktik,,
laufen,laufen,VERB,469,,,
rechnen,rechnen,VERB,468,,,
bedürfnis,bedürfnis,NOUN,468,,,
liefern,liefern,VERB,467,,,
zielen,zielen,VERB,467,,,
sodann,sodann,ADV,467,,,
mittler,mittler,NOUN,466,,,
außerdem,außerdem,ADV,466,,,
vorkommen,vorkommen,VERB,464,,,
zeichnen,zeichnen,VERB,463,,,
unrecht,unrecht,NOUN,463,,,
auffassen,auffassen,VERB,462,Praktik,,
spiel,spiel,NOUN,462,Narrativ,,
eigenschaft,eigenschaft,NOUN,461,,,
verfolgen,verfolgen,VERB,461,,,
feind,feind,NOUN,461,Agonalität,Alterität,
tellheim,tellheim,PROPN,460,Person,Literatur,
gattung,gattung,NOUN,459,Gattung ,,
genannt,genannt,VERB,459,,,
prinz,prinz,NOUN,459,Narrativ,,
schaden,schaden,VERB,458,negative Bewertung,,
gemeinsam,gemeinsam,ADV,458,,,
ausführen,ausführen,VERB,457,,,
wiederholt,wiederholt,ADV,456,,,
gebrauchen,gebrauchen,VERB,456,,,
besprechen,besprechen,VERB,455,,,
voraus,voraus,ADV,455,Zeit,Raum ,
bewahren,bewahren,VERB,454,,,
freudig,freudig,ADV,454,positive Bewertung,,
ach,ach,X,454,,,
anstalt,anstalt,NOUN,453,Schule,,
kehren,kehren,VERB,452,,,
faust,faust,PROPN,452,Person,Literatur,
wohnen,wohnen,VERB,452,Haus,,
nachweisen,nachweisen,VERB,451,,,
kenntniß,kenntniß,NOUN,450,,,
unendlich,unendlich,ADV,450,Höhe,Beschreibung ,Ästhetik
gudrun,gudrun,PROPN,450,Person,Literatur,
christentum,christentum,NOUN,449,Theologie,,
furcht,furcht,NOUN,449,Emotion ,,
kunstwerk,kunstwerk,NOUN,448,Ästhetik,,
anordnung,anordnung,NOUN,448,Praxis,,
disposition,disposition,NOUN,448,Praktik,Methode ,
muster,muster,NOUN,446,Lehrmedien,,
unglück,unglück,NOUN,445,negative Bewertung ,,
anschaulich,anschaulich,ADV,445,Beschreibung,Ästhetik,
frühling,frühling,NOUN,445,Zeit,,
gehörig,gehörig,ADV,444,,,
sturm,sturm,NOUN,444,Narrativ,,
thrän,thrän,PROPN,443,,,
entfernt,entfernt,ADV,441,,,
zögling,zögling,PROPN,441,Disziplin,Typ,Schule
studie,studie,NOUN,441,Wissenschaft ,,
weichen,weichen,VERB,440,,,
anmerkung,anmerkung,NOUN,440,,,
fortschreiten,fortschreiten,VERB,440,,,
beschäftigen,beschäftigen,VERB,439,Praktik,,
burg,burg,PROPN,438,Ort,Literatur,
zwingen,zwingen,VERB,438,Disziplin,,
herzog,herzog,PROPN,438,Typ,Literatur,
vernehmen,vernehmen,VERB,437,,,
frankreich,frankreich,PROPN,437,Nation,,
vorbereitung,vorbereitung,NOUN,437,Praktik,Methode ,
wolf,wolf,PROPN,436,Narrativ,Person,
farbe,farbe,NOUN,436,,,
fertigkeit,fertigkeit,NOUN,435,,,
zart,zart,ADV,434,,,
freundlich,freundlich,ADV,434,positive Bewertung,,
erlauben,erlauben,VERB,434,,,
vorführen,vorführen,VERB,433,,,
genuß,genuß,NOUN,433,,,
pferd,pferd,NOUN,432,Narrativ,Tier,
vergl,vergl,VERB,432,,,
herrschen,herrschen,VERB,431,,,
schwester,schwester,NOUN,431,Typ,Familie,
kultur,kultur,NOUN,430,Welt,,
knüpfen,knüpfen,VERB,430,,,
fürchten,fürchten,VERB,430,,,
mild,mild,ADV,430,,,
klagen,klagen,VERB,429,,,
stein,stein,NOUN,426,,,
bezug,bezug,NOUN,426,,,
eingehend,eingehend,ADV,426,,,
realschule,realschule,NOUN,425,Schule ,,
richter,richter,NOUN,423,Typ,Politik,
mittelhochdeutsch,mittelhochdeutsch,ADV,423,Beschreibung,Poetologie,Sprache
bewußt,bewußt,ADV,422,,,
vorwurf,vorwurf,NOUN,422,,,
schicken,schicken,VERB,421,,,
mühe,mühe,NOUN,420,,,
königin,königin,NOUN,420,Narrativ,Typ,
verwandt,verwandt,VERB,419,,,
platz,platz,NOUN,419,,,
erörterung,erörterung,NOUN,418,Praktik,Methode ,
glänzend,glänzend,ADV,417,positive Bewertung,,
universität,universität,NOUN,415,Wissenschaft,,
festhalten,festhalten,VERB,415,,,
übergehen,übergehen,VERB,414,,,
klarheit,klarheit,NOUN,412,positive Bewertung,,
überlassen,überlassen,VERB,412,,,
teils,teils,ADV,412,,,
trennen,trennen,VERB,411,,,
gelesen,gelesen,VERB,411,Praktik,Lesen,
bezeichnung,bezeichnung,NOUN,410,Beschreibung,,
stärken,stärken,VERB,410,,,
angeführt,angeführt,VERB,409,,,
offen,offen,ADV,408,,,
zweckmäßig,zweckmäßig,ADV,408,Bewertung,,
ei,ei,X,408,,,
maß,maß,NOUN,407,,,
persönlichkeit,persönlichkeit,NOUN,407,positive Bewertung,,
glanz,glanz,NOUN,406,,,
ereignis,ereignis,NOUN,406,,,
is,is,X,406,,,
hervortreten,hervortreten,VERB,405,,,
tüchtig,tüchtig,ADV,405,positive Bewertung,,
hüten,hüten,VERB,405,,,
anzahl,anzahl,NOUN,404,,,
verständniß,verständniß,NOUN,403,,,
größe,größe,NOUN,402,Beschreibung,positive Bewertung,
worauf,worauf,SCONJ,402,,,
beurteilung,beurteilung,NOUN,402,,,
tertia,tertia,PROPN,402,Schule,,
deuten,deuten,VERB,401,Praktik ,,
rücken,rücken,VERB,401,,,
resultat,resultat,NOUN,401,,,
vorbereiten,vorbereiten,VERB,400,,,
vermeiden,vermeiden,VERB,400,,,
furchtbar,furchtbar,ADV,399,negative Bewertung,,
hervorgehen,hervorgehen,VERB,399,,,
versuch,versuch,NOUN,399,,,
fähigkeit,fähigkeit,NOUN,399,,,
anleitung,anleitung,NOUN,399,Praktik,,
ludwig,ludwig,PROPN,398,Person,,
erwecken,erwecken,VERB,398,,,
stürzen,stürzen,VERB,398,,,
gebären,gebären,VERB,397,,,
dergleichen,dergleichen,PRON,397,,,
luft,luft,NOUN,397,,,
stehend,stehend,ADV,397,,,
widmen,widmen,VERB,395,,,
waffe,waffe,NOUN,395,Welt,,
veranlassen,veranlassen,VERB,395,,,
ergeben,ergeben,VERB,395,,,
sprachunterricht,sprachunterricht,NOUN,394,Schule,,
antworten,antworten,NOUN,394,,,
tragisch,tragisch,ADV,394,Beschreibung,Poetologie,Gattung
heiter,heiter,PROPN,392,,,
äußerlich,äußerlich,ADV,392,,,
schlacht,schlacht,NOUN,391,Welt,,
verhältniß,verhältniß,NOUN,390,,,
preis,preis,NOUN,390,,,
rhetorisch,rhetorisch,ADV,390,Beschreibung,Poetologie,
kriemhild,kriemhild,NOUN,390,Person,Literatur,
formal,formal,ADV,388,Beschreibung,Poetologie,
lieblich,lieblich,ADV,387,,,
heutig,heutig,ADV,387,,,
süß,süß,ADV,386,,,
wiedergeben,wiedergeben,VERB,386,,,
stern,stern,PROPN,385,Welt,,
häuslich,häuslich,ADV,385,Haus,,
freuen,freün,NOUN,383,,,
individuell,individüll,NOUN,383,,,
nathan,nathan,PROPN,383,Person,Literatur,
darbieten,darbieten,VERB,382,,,
schrecken,schrecken,VERB,382,,,
begegnen,begegnen,VERB,382,,,
belehrung,belehrung,NOUN,382,Praktik,Wissen,
irdisch,irdisch,ADV,381,Säkular,,
poetik,pötik,NOUN,381,Poetologie,,
weiblich,weiblich,ADV,378,Gender,Fem,
sehnsucht,sehnsucht,NOUN,378,Bewertung,,
abtheilung,abtheilung,NOUN,378,,,
verderben,verderben,VERB,377,,,
franzose,franzose,NOUN,377,Nation,Typ,
philosophie,philosophie,NOUN,377,Idealismus,,
reißen,reißen,VERB,376,,,
besitz,besitz,NOUN,376,,,
cäsar,cäsar,PROPN,376,Person,Literatur,Historisch 
gliedern,gliedern,VERB,375,,,
tier,tier,NOUN,375,Tier,Alterität,Anthropologie
ausgehen,ausgehen,VERB,374,,,
gemüt,gemüt,NOUN,374,Emotion ,,
beweis,beweis,NOUN,373,,,
shakespeare,shakespeare,PROPN,373,Person,Schriftsteller,
feiern,feiern,VERB,372,,,
drängen,drängen,VERB,372,,,
theorie,theorie,NOUN,372,Wissenschaft ,,
vertreten,vertreten,VERB,372,,,
bildend,bildend,ADV,371,Pädagogik,,
künstlerisch,künstlerisch,ADV,371,Beschreibung,Ästhetik,
vorlesen,vorlesen,VERB,371,Praktik,Lesen,
rhetorik,rhetorik,ADV,371,Rhetorik,,
mitte,mitte,NOUN,370,,,
hälfte,hälfte,NOUN,370,,,
weinen,weinen,VERB,369,,,
vorschlag,vorschlag,NOUN,369,,,
gesellschaft,gesellschaft,NOUN,369,Welt,,
widerspruch,widerspruch,NOUN,368,,,
eingehen,eingehen,VERB,368,,,
erzeugen,erzeugen,VERB,367,,,
steigern,steigern,VERB,367,,,
gehalt,gehalt,NOUN,367,,,
rechtfertigen,rechtfertigen,VERB,366,,,
streit,streit,NOUN,366,Agonalität,,
ordnen,ordnen,VERB,365,,,
schlafen,schlafen,VERB,365,,,
sicherheit,sicherheit,NOUN,365,,,
wichtigkeit,wichtigkeit,NOUN,365,,,
spruch,spruch,NOUN,365,,,
begebenheit,begebenheit,NOUN,364,,,
verschwinden,verschwinden,VERB,364,,,
trinken,trinken,VERB,364,,,
vermitteln,vermitteln,VERB,364,,,
berühren,berühren,VERB,363,,,
nützlich,nützlich,ADV,363,,,
reimen,reimen,VERB,362,Poetologie,,
berücksichtigen,berücksichtigen,VERB,362,,,
gestatten,gestatten,VERB,361,,,
wunder,wunder,NOUN,361,Theologie,,
sammeln,sammeln,VERB,361,,,
leise,leise,ADV,359,Tiefe,Metapher,
fesseln,fesseln,VERB,359,,,
schlimm,schlimm,ADV,359,,,
jäger,jäger,NOUN,358,,,
rückert,rückert,VERB,358,Person,Schriftsteller,
hauptsächlich,hauptsächlich,ADV,357,,,
winter,winter,PROPN,357,Zeit,,
stilistisch,stilistisch,ADV,357,Beschreibung,Sprache,Ästhetik
reflexion,reflexion,NOUN,356,Idealismus,,
verleihen,verleihen,VERB,356,,,
erwachen,erwachen,VERB,355,,,
ringen,ringen,VERB,355,,,
selbständig,selbständig,ADV,355,,,
traurig,traurig,ADV,353,Emotion ,,
unglücklich,unglücklich,ADV,353,Emotion ,,
lösung,lösung,NOUN,353,,,
andre,andre,ADV,352,,,
anfangs,anfangs,ADV,352,,,
gemäß,gemäß,ADV,352,Bewertung,,
ausschließen,ausschließen,VERB,352,,,
graben,graben,VERB,351,,,
rache,rache,NOUN,351,,,
bereiten,bereiten,VERB,351,,,
preisen,preisen,VERB,351,,,
aufnahme,aufnahme,NOUN,351,,,
rhein,rhein,PROPN,350,Welt,,
geistlich,geistlich,ADV,350,Theologie,,
herrschaft,herrschaft,NOUN,350,,,
einführung,einführung,NOUN,349,,,
wirksam,wirksam,ADV,349,,,
walten,walten,VERB,349,,,
überzeugung,überzeugung,NOUN,349,,,
gemein,gemein,ADV,348,,,
verständlich,verständlich,ADV,348,positive Bewertung,,
glocke,glocke,NOUN,348,Literatur ,,
vaterländisch,vaterländisch,NOUN,347,Nation,Patriotisch ,
unternehmen,unternehmen,NOUN,347,,,
feuer,feür,PROPN,347,,,
männlich,männlich,ADV,347,Gender,Mask,
englisch,englisch,ADV,346,Sprache,Nation,
lesestücken,lesestücken,NOUN,346,Lehrmedien,Lesen,
neigen,neigen,VERB,345,,,
anerkennen,anerkennen,VERB,345,,,
strom,strom,NOUN,344,,,
fuchs,fuchs,PROPN,344,,,
liegend,liegend,ADV,343,,,
unbekannt,unbekannt,ADV,343,,,
billig,billig,ADV,342,,,
ausnahme,ausnahme,NOUN,342,,,
übersetzen,übersetzen,VERB,342,,,
schenken,schenken,VERB,341,,,
spitz,spitz,ADV,341,,,
bedingung,bedingung,NOUN,339,,,
begleiten,begleiten,VERB,339,,,
objektiv,objektiv,ADV,339,positive Bewertung,Wissen,
entbehren,entbehren,VERB,339,,,
übersicht,übersicht,NOUN,338,,,
bescheiden,bescheiden,ADV,338,,,
segen,segen,NOUN,337,positive Bewertung,Höhe,
anlage,anlage,NOUN,337,,,
sanft,sanft,ADV,337,,,
überzeugen,überzeugen,VERB,337,,,
vereinigen,vereinigen,VERB,337,,,
gerecht,gerecht,ADV,336,,,
anführen,anführen,VERB,335,,,
verschiedenheit,verschiedenheit,NOUN,335,,,
merken,merken,VERB,335,,,
charakteristisch,charakteristisch,ADV,335,,,
hinzu,hinzu,ADV,334,,,
erweisen,erweisen,VERB,334,,,
springen,springen,VERB,334,,,
anregen,anregen,VERB,334,,,
umgekehrt,umgekehrt,ADV,334,,,
umfang,umfang,NOUN,334,,,
bau,bau,NOUN,333,,,
vortrefflich,vortrefflich,ADV,333,,,
behauptung,behauptung,NOUN,333,,,
romantisch,romantisch,ADV,332,Beschreibung,Poetologie,
freundschaft,freundschaft,NOUN,332,,,
wiederholung,wiederholung,NOUN,332,Praktik,Methode ,
enden,enden,VERB,331,,,
thier,thier,PROPN,331,,,
fassung,fassung,NOUN,331,,,
veranlassung,veranlassung,NOUN,331,,,
bauer,baür,ADV,331,Welt,,
altdeutsch,altdeutsch,ADV,330,Beschreibung,Poetologie,Sprache 
gedenken,gedenken,VERB,329,,,
anforderung,anforderung,NOUN,329,,,
entnehmen,entnehmen,VERB,328,,,
schwarz,schwarz,ADV,328,Farbe,,
berufen,berufen,VERB,327,,,
ehren,ehren,VERB,326,,,
leipzig,leipzig,PROPN,326,Ort,,
sorgfältig,sorgfältig,ADV,326,positive Bewertung,,
römer,römer,PROPN,326,Typ,Historisch,Klassik
hauptsache,hauptsache,ADV,326,,,
theoretisch,theoretisch,ADV,326,Wissenschaft,,
as,as,X,326,,,
fröhlich,fröhlich,ADV,325,,,
vorreden,vorreden,VERB,325,,,
don,don,X,324,,,
fügen,fügen,VERB,324,,,
gewöhnen,gewöhnen,VERB,323,,,
golden,golden,ADV,323,,,
gestaltung,gestaltung,NOUN,322,,,
schild,schild,NOUN,322,,,
gegend,gegend,ADV,322,,,
erfreuen,erfreün,PROPN,321,,,
weisheit,weisheit,NOUN,321,positive Bewertung,Höhe,
greis,greis,VERB,321,Zeit,Alterität,
vornehmen,vornehmen,VERB,321,,,
leistung,leistung,NOUN,321,,,
schöpfung,schöpfung,NOUN,320,Theologie,,
gewinn,gewinn,NOUN,320,,,
grenze,grenze,NOUN,320,,,
verscheiden,verscheiden,VERB,319,,,
vogel,vogel,PROPN,319,Welt,,
andeutung,andeutung,NOUN,318,,,
dicht,dicht,ADV,318,,,
streichen,streichen,VERB,318,,,
wechsel,wechsel,PROPN,318,,,
erlangen,erlangen,VERB,318,,,
verweisen,verweisen,VERB,317,,,
kalt,kalt,ADV,316,Emotion ,,
vergangenheit,vergangenheit,NOUN,316,Zeit,,
fluch,fluch,NOUN,316,,,
betreiben,betreiben,VERB,315,,,
blatt,blatt,NOUN,315,,,
lehrbuch,lehrbuch,NOUN,315,Lehrmedien,,
didaktisch,didaktisch,ADV,315,Pädagogik,Didaktik,
zeugen,zeugen,VERB,315,,,
geltend,geltend,ADV,315,,,
silbe,silbe,DET,315,,,
ursache,ursache,NOUN,314,,,
hervorbringen,hervorbringen,VERB,314,,,
anerkennung,anerkennung,NOUN,314,,,
abteilung,abteilung,NOUN,314,Unterteilung ,Poetologie,
kindlich,kindlich,ADV,313,,,
tendenz,tendenz,NOUN,313,,,
wurzel,wurzel,NOUN,313,Tiefe,,
welch,welch,ADV,313,,,
lehranstalt,lehranstalt,NOUN,313,,,
ergieben,ergieben,NOUN,313,,,
robinson,robinson,PROPN,313,Person,Literatur,
bereit,bereit,ADV,312,,,
lachen,lachen,VERB,312,,,
scenen,scenen,NOUN,312,Unterteilung ,Poetologie,
opfer,opfer,NOUN,312,Disziplin,,
psychologisch,psychologisch,ADV,311,Wissenschaft,,
logik,logik,NOUN,311,Logik,,
schulmann,schulmann,PROPN,311,Typ,Schule,Gender
anschließen,anschließen,VERB,310,,,
dichtkunst,dichtkunst,PROPN,310,Ästhetik,Poetologie,
methodisch,methodisch,ADV,310,Methode,,
urteilen,urteilen,VERB,310,,,
gebot,gebot,NOUN,309,,,
dietrich,dietrich,PROPN,309,Literatur ,Person,
nibelunge,nibelunge,ADJ,308,Literatur ,Person ,
sichern,sichern,VERB,308,,,
gegner,gegner,NOUN,308,Agonalität,,
überschrift,überschrift,NOUN,308,,,
treffend,treffend,ADV,307,,,
übergang,übergang,NOUN,307,,,
wiegen,wiegen,VERB,307,,,
zugeben,zugeben,VERB,307,,,
gefangen,gefangen,VERB,306,Narrativ ,,
mundart,mundart,X,305,Sprache ,,
kritisch,kritisch,ADV,305,,,
angenehm,angenehm,ADV,305,,,
erweitern,erweitern,VERB,304,,,
gast,gast,NOUN,304,Haus ,,
schöpfen,schöpfen,VERB,303,,,
zorn,zorn,NOUN,303,Emotion ,,
herab,herab,ADV,303,,,
drücken,drücken,VERB,303,,,
beruf,beruf,NOUN,303,Welt,,
körper,körper,NOUN,303,Welt ,,
heimat,heimat,NOUN,303,Nation,Patriotisch,
hebel,hebel,NOUN,303,Person,Schriftsteller,
fruchtbar,fruchtbar,ADV,303,,,
pflanzen,pflanzen,NOUN,302,,,
löwe,löwe,PROPN,302,,,
empor,empor,ADV,301,,,
zeitschrift,zeitschrift,NOUN,301,,,
gewand,gewand,ADV,301,,,
untergang,untergang,NOUN,300,,,
gelegentlich,gelegentlich,ADV,300,,,
gedächtnis,gedächtnis,NOUN,299,Idealismus,,
erforderlich,erforderlich,ADV,299,,,
schatten,schatten,NOUN,298,,,
günstig,günstig,ADV,298,,,
wertvoll,wertvoll,ADV,298,positive Bewertung,Höhe,
ne,ne,NOUN,298,,,
bekanntschaft,bekanntschaft,NOUN,298,,,
programm,programm,NOUN,298,Unterteilung ,,
einnehmen,einnehmen,VERB,298,,,
beachten,beachten,VERB,297,,,
ring,ring,PROPN,297,,,
versprechen,versprechen,VERB,297,,,
klage,klage,NOUN,297,,,
dasein,dasein,NOUN,296,,,
angehören,angehören,VERB,296,,,
original,original,NOUN,296,,,
lat,lat,X,296,,,
rufen,rufen,VERB,295,,,
mittheilung,mittheilung,NOUN,294,,,
praxis,praxis,NOUN,294,Praktik,,
wiederholen,wiederholen,VERB,293,,,
fleiß,fleiß,NOUN,292,positive Bewertung,Disziplin,
auszug,auszug,NOUN,292,,,
bedingt,bedingt,ADV,292,,,
beurteilen,beurteilen,VERB,291,,,
ahnung,ahnung,NOUN,291,,,
hund,hund,NOUN,291,,,
kürze,kürze,NOUN,291,,,
interessant,interessant,ADV,291,,,
erkenntnis,erkenntnis,NOUN,291,Idealismus,,
aufstellen,aufstellen,VERB,290,,,
schlegel,schlegel,NOUN,290,Person,Schriftsteller,
umstehen,umstehen,VERB,290,,,
möglichkeit,möglichkeit,NOUN,290,,,
aussicht,aussicht,NOUN,290,,,
roland,roland,PROPN,290,Person,Literatur,Historisch 
christ,christ,PROPN,289,Person,Historisch,Beschreibung 
berechtigt,berechtigt,VERB,289,,,
indes,indes,ADV,289,,,
schutz,schutz,NOUN,288,,,
einrichtung,einrichtung,NOUN,288,,,
lyrik,lyrik,NOUN,288,Gattung ,Lyrik,Poetologie
lesebücher,lesebücher,NOUN,288,Lesen,Lehrmedien,
lichen,lichen,ADJ,288,,,
erziehen,erziehen,VERB,287,,,
ankommen,ankommen,VERB,287,,,
bürgerschule,bürgerschule,X,286,Schule ,,
bisherig,bisherig,ADV,286,,,
loben,loben,VERB,286,,,
musik,musik,NOUN,286,,,
knapp,knapp,ADV,286,,,
tagen,tagen,NOUN,285,,,
übersehen,übersehen,VERB,285,,,
diener,diener,NOUN,285,,,
gliederung,gliederung,NOUN,285,,,
verfallen,verfallen,VERB,285,,,
überwinden,überwinden,VERB,285,,,
zusammenhängend,zusammenhängend,ADV,284,,,
anblick,anblick,PROPN,284,Ästhetik,Sinnlich,
masse,masse,NOUN,284,,,
passen,passen,VERB,284,,,
situation,situation,NOUN,284,,,
systematisch,systematisch,ADV,284,Wissen,Unterteilung ,
preußisch,preußisch,ADV,284,Nation,Deutsch,
metrisch,metrisch,ADV,283,Beschreibung,Poetologie,
rettung,rettung,NOUN,283,,,
reizen,reizen,VERB,283,,,
binden,binden,VERB,283,,,
lehrplan,lehrplan,NOUN,283,Schule,Unterteilung,
stoßen,stoßen,VERB,282,,,
motiv,motiv,NOUN,282,Poetologie,,
einsam,einsam,ADV,281,,,
knecht,knecht,NOUN,281,,,
gesicht,gesicht,NOUN,281,,,
beobachten,beobachten,VERB,281,,,
durchdringen,durchdringen,VERB,281,,,
flucht,flucht,NOUN,281,,,
rhythmus,rhythmus,NOUN,281,Poetologie,,
umfassend,umfassend,ADV,281,,,
aufzug,aufzug,NOUN,281,Poetologie,,
romanze,romanze,NOUN,280,Prosa,Gattung ,Lyrik 
vortheil,vortheil,NOUN,280,,,
erhöhen,erhöhen,VERB,280,,,
schützen,schützen,VERB,280,,,
hiecke,hiecke,NOUN,280,Person,Didaktik ,
warten,warten,VERB,279,,,
befreien,befreien,VERB,279,,,
sinken,sinken,VERB,278,,,
verständigen,verständigen,VERB,277,,,
erblicken,erblicken,VERB,277,,,
entziehen,entziehen,VERB,277,,,
sommer,sommer,NOUN,277,Zeit ,,
zeugnis,zeugnis,NOUN,277,,,
schatz,schatz,NOUN,276,,,
strahlen,strahlen,VERB,276,,,
roman,roman,PROPN,276,Poetologie,Gattung,
mittelalter,mittelalter,NOUN,276,Mediävistik ,,
bezeichnend,bezeichnend,ADV,276,,,
kriegen,kriegen,VERB,275,,,
traum,traum,NOUN,275,Welt ,Phantasie,
wind,wind,NOUN,275,,,
nachahmung,nachahmung,NOUN,275,,,
untersuchung,untersuchung,NOUN,274,,,
elend,elend,ADV,274,,,
vernunft,vernunft,NOUN,274,Idealismus,,
beobachtung,beobachtung,NOUN,274,,,
verbergen,verbergen,VERB,273,,,
berücksichtigung,berücksichtigung,NOUN,273,,,
betonen,betonen,VERB,273,,,
reiten,reiten,VERB,272,,,
pfarrer,pfarrer,NOUN,272,Theologie,Typ ,
ahnen,ahnen,VERB,272,,,
lager,lager,NOUN,272,,,
eigentum,eigentum,NOUN,272,,,
metrik,metrik,NOUN,272,Poetologie,Lyrik,
stützen,stützen,VERB,272,,,
bemühen,bemühen,VERB,271,,,
buchstabe,buchstabe,NOUN,271,Sprache ,,
johanna,johanna,PROPN,271,Person,Literatur,Historisch 
erden,erden,AUX,270,,,
feierlich,feierlich,ADV,270,,,
versehen,versehen,VERB,270,,,
redner,redner,NOUN,270,,,
system,system,NOUN,270,,,
max,max,PROPN,270,Person,Schriftsteller,
hintergrund,hintergrund,NOUN,269,,,
verschaffen,verschaffen,VERB,269,,,
verbreiten,verbreiten,VERB,269,,,
bewirken,bewirken,VERB,269,,,
träumen,träumen,VERB,269,,,
essen,essen,VERB,268,,,
artikel,artikel,NOUN,268,,,
eigenthümlichkeit,eigenthümlichkeit,NOUN,267,,,
kunde,kunde,NOUN,267,,,
prüfen,prüfen,VERB,267,Praktik,Schule ,
bedienen,bedienen,VERB,267,,,
rühmen,rühmen,VERB,267,,,
wider,wider,ADP,267,Negation,,
ausbilden,ausbilden,VERB,266,,,
umgebung,umgebung,NOUN,266,,,
fluß,fluß,NOUN,266,,,
bedürfniß,bedürfniß,NOUN,266,,,
wünschenswert,wünschenswert,ADV,266,,,
begnügen,begnügen,VERB,265,,,
beleben,beleben,VERB,265,Welt,,
achtung,achtung,NOUN,265,,,
wolke,wolke,NOUN,265,,,
druck,druck,NOUN,265,,,
gesammt,gesammt,VERB,265,,,
anregung,anregung,NOUN,264,,,
soldat,soldat,NOUN,264,,,
aufsuchen,aufsuchen,VERB,263,,,
stamm,stamm,NOUN,263,Sprache,Geschichte ,
beschreiben,beschreiben,VERB,263,Praktik,,
erfordern,erfordern,VERB,263,,,
bedenklich,bedenklich,ADV,263,,,
bauen,baün,PROPN,263,,,
berühmt,berühmt,ADV,263,,,
vergnügen,vergnügen,NOUN,263,,,
jetzig,jetzig,ADV,263,,,
vorhergehend,vorhergehend,ADV,262,,,
wahrscheinlich,wahrscheinlich,ADV,262,,,
talent,talent,NOUN,262,,,
bös,bös,ADV,262,,,
hebung,hebung,NOUN,262,,,
figur,figur,NOUN,261,,,
geschäft,geschäft,NOUN,261,Welt ,,
schießen,schießen,VERB,261,,,
erkenntniß,erkenntniß,NOUN,261,,,
nachdenken,nachdenken,VERB,261,,,
elisabeth,elisabeth,PROPN,261,,,
germanisch,germanisch,ADV,260,Nation ,,
re,re,X,260,,,
lebend,lebend,ADV,260,,,
eindringen,eindringen,VERB,260,Agonalität,,
königlich,königlich,ADV,260,,,
zeitalter,zeitalter,NOUN,259,,,
genügend,genügend,ADV,259,,,
ausschließlich,ausschließlich,ADV,259,,,
orthographie,orthographie,NOUN,259,Sprache ,,
aristoteles,aristoteles,PROPN,259,Person,Schriftsteller,
blau,blau,ADV,258,,,
nahrung,nahrung,NOUN,258,,,
anlegen,anlegen,VERB,258,,,
zweigen,zweigen,VERB,257,,,
hervorrufen,hervorrufen,VERB,257,,,
haß,haß,X,257,,,
überflüssig,überflüssig,ADV,256,,,
äußer,äußer,PROPN,256,,,
ergreifend,ergreifend,ADV,256,,,
beispielen,beispielen,NOUN,256,,,
